edep_keV,y_keV_um,z_mGy
1.03064,0.25766,1.46004
8.32883,2.08221,11.7989
0.609609,0.152402,0.863593
0.295728,0.073932,0.418939
8.32792,2.08198,11.7976
8.32781,2.08195,11.7975
1.4366,0.359149,2.03513
8.32555,2.08139,11.7943
1.7846,0.44615,2.52813
8.32848,2.08212,11.7984
1.22025,0.305064,1.72866
1.02894,0.257234,1.45763
8.32569,2.08142,11.7945
8.32542,2.08136,11.7941
0.908625,0.227156,1.28719
0.576279,0.14407,0.816377
0.562986,0.140747,0.797546
0.103462,0.0258656,0.146568
8.32661,2.08165,11.7958
2.79357,0.698392,3.95747
1.03021,0.257552,1.45943
1.03034,0.257585,1.45961
0.581248,0.145312,0.823417
2.1446,0.536151,3.03812
8.32452,2.08113,11.7928
0.247421,0.0618553,0.350506
0.377384,0.094346,0.534616
8.3278,2.08195,11.7975
0.132136,0.0330341,0.187189
0.396035,0.0990088,0.561037
0.2181,0.0545249,0.308968
0.102017,0.0255042,0.144521
0.907886,0.226971,1.28614
0.311684,0.0779209,0.441542
0.890531,0.222633,1.26156
0.144851,0.0362128,0.205201
7.81828,1.95457,11.0757
0.542589,0.135647,0.768651
0.234648,0.0586621,0.332411
0.449568,0.112392,0.636874
15.2477,3.81192,21.6004
0.270119,0.0675296,0.382659
0.916121,0.22903,1.29781
8.32376,2.08094,11.7917
8.32702,2.08176,11.7964
8.32606,2.08152,11.795
0.604061,0.151015,0.855734
4.3597,1.08993,6.17611
3.79482,0.948705,5.37587
14.1609,3.54021,20.0608
0.0495809,0.0123952,0.0702381
2.49154,0.622884,3.5296
0.121011,0.0302528,0.171428
0.492219,0.123055,0.697295
0.875683,0.218921,1.24052
0.272809,0.0682024,0.386471
4.42747,1.10687,6.27211
8.32575,2.08144,11.7945
0.0622196,0.0155549,0.0881425
0.907978,0.226995,1.28627
0.462575,0.115644,0.655299
0.782695,0.195674,1.10879
0.909175,0.227294,1.28797
0.666131,0.166533,0.943664
5.92706,1.48177,8.39648
1.98473,0.496184,2.81165
0.889996,0.222499,1.2608
3.94754,0.986884,5.59222
0.890614,0.222653,1.26167
0.908837,0.227209,1.28749
1.03039,0.257598,1.45969
8.32767,2.08192,11.7973
0.529198,0.1323,0.749681
0.908477,0.227119,1.28698
0.90866,0.227165,1.28724
0.460882,0.115221,0.652902
0.0667703,0.0166926,0.0945891
0.908785,0.227196,1.28742
0.101617,0.0254042,0.143954
0.496578,0.124144,0.703469
0.352882,0.0882205,0.499905
2.39239,0.598097,3.38914
0.181356,0.0453391,0.256916
8.32876,2.08219,11.7988
0.508146,0.127037,0.719858
0.388109,0.0970273,0.549809
0.186218,0.0465545,0.263803
6.49832,1.62458,9.20574
8.66663,2.16666,12.2774
0.149559,0.0373898,0.211871
8.32661,2.08165,11.7958
0.890182,0.222545,1.26106
3.49899,0.874747,4.95679
0.460962,0.115241,0.653016
1.03083,0.257708,1.46031
0.101728,0.0254319,0.144111
0.908775,0.227194,1.2874
0.294313,0.0735783,0.416935
4.19469,1.04867,5.94235
0.454045,0.113511,0.643216
0.238306,0.0595766,0.337593
0.357944,0.0894861,0.507077
1.02931,0.257327,1.45815
2.2943,0.573576,3.25019
0.363366,0.0908414,0.514756
0.23734,0.0593349,0.336224
0.891046,0.222761,1.26229
8.32502,2.08126,11.7935
8.32674,2.08168,11.7959
1.03069,0.257671,1.46011
0.710843,0.177711,1.007
0.473532,0.118383,0.670822
0.461787,0.115447,0.654184
8.32535,2.08134,11.794
8.32618,2.08155,11.7952
8.32779,2.08195,11.7974
8.32651,2.08163,11.7956
0.130219,0.0325547,0.184473
0.78535,0.196337,1.11255
8.32702,2.08175,11.7963
1.03423,0.258557,1.46512
0.890937,0.222734,1.26213
8.32768,2.08192,11.7973
0.212441,0.0531103,0.300952
8.32401,2.081,11.7921
0.890343,0.222586,1.26129
8.3258,2.08145,11.7946
0.853508,0.213377,1.20911
0.90856,0.22714,1.2871
0.134451,0.0336127,0.190468
0.0974051,0.0243513,0.137987
0.246321,0.0615802,0.348947
8.32548,2.08137,11.7942
0.566551,0.141638,0.802596
0.241186,0.0602966,0.341673
6.93507,1.73377,9.82447
8.32426,2.08107,11.7924
8.32778,2.08194,11.7974
8.32614,2.08154,11.7951
0.890932,0.222733,1.26213
1.18529,0.296323,1.67913
3.06703,0.766758,4.34487
8.32492,2.08123,11.7934
0.670753,0.167688,0.950212
2.68922,0.672305,3.80964
0.34571,0.0864274,0.489744
0.0589542,0.0147386,0.0835166
0.259864,0.0649659,0.368132
0.101419,0.0253548,0.143674
0.094716,0.023679,0.134178
8.32771,2.08193,11.7973
8.32498,2.08125,11.7935
1.45592,0.363981,2.06251
0.101752,0.025438,0.144146
0.799944,0.199986,1.13323
0.74844,0.18711,1.06027
0.346864,0.0867161,0.49138
0.14208,0.0355199,0.201275
0.851945,0.212986,1.20689
0.907543,0.226886,1.28566
0.349588,0.087397,0.495238
0.908408,0.227102,1.28688
0.7715,0.192875,1.09293
0.889603,0.222401,1.26024
0.0381646,0.00954116,0.0540654
0.661247,0.165312,0.936746
8.32653,2.08163,11.7957
0.410756,0.102689,0.581892
0.545732,0.136433,0.773104
8.32483,2.08121,11.7933
0.583765,0.145941,0.826982
8.32843,2.08211,11.7983
8.32635,2.08159,11.7954
0.889996,0.222499,1.2608
0.142118,0.0355294,0.201329
0.908239,0.22706,1.28664
0.722913,0.180728,1.0241
0.891035,0.222759,1.26227
5.51898,1.37975,7.81838
2.67678,0.669195,3.79202
0.890479,0.22262,1.26148
0.814222,0.203556,1.15346
1.03016,0.257541,1.45937
0.423087,0.105772,0.59936
0.466016,0.116504,0.660175
0.228577,0.0571443,0.323811
0.417382,0.104346,0.591278
1.02944,0.257359,1.45834
0.229743,0.0574358,0.325462
0.0303503,0.00758758,0.0429953
0.67856,0.16964,0.961272
0.416323,0.104081,0.589778
0.282662,0.0706655,0.400429
0.142135,0.0355337,0.201353
0.678834,0.169709,0.961661
0.329417,0.0823542,0.466664
0.611802,0.15295,0.8667
8.32559,2.0814,11.7943
8.32642,2.08161,11.7955
8.32988,2.08247,11.8004
0.890299,0.222575,1.26123
0.889708,0.222427,1.26039
0.908319,0.22708,1.28676
0.286713,0.0716782,0.406167
0.384167,0.0960417,0.544224
0.551383,0.137846,0.781109
0.938411,0.234603,1.32939
4.84057,1.21014,6.85732
0.122263,0.0305659,0.173203
0.908318,0.227079,1.28675
0.908384,0.227096,1.28685
0.677423,0.169356,0.959662
0.908283,0.227071,1.28671
8.32746,2.08187,11.797
3.70176,0.925441,5.24405
0.735863,0.183966,1.04245
0.30185,0.0754624,0.427611
0.546209,0.136552,0.773778
8.328,2.082,11.7977
0.889859,0.222465,1.26061
1.02982,0.257455,1.45888
0.889823,0.222456,1.26055
1.51745,0.379362,2.14967
3.43918,0.859795,4.87206
1.03018,0.257544,1.45938
0.53516,0.13379,0.758126
0.537184,0.134296,0.760993
1.03054,0.257634,1.4599
0.148059,0.0370148,0.209746
0.222822,0.0557054,0.315657
0.126988,0.0317471,0.179896
0.711824,0.177956,1.0084
0.497852,0.124463,0.705275
5.95435,1.48859,8.43514
0.889829,0.222457,1.26056
0.890863,0.222716,1.26203
1.40286,0.350716,1.98734
8.32648,2.08162,11.7956
0.844333,0.211083,1.19611
0.113268,0.0283169,0.160459
8.27668,2.06917,11.725
8.32531,2.08133,11.7939
0.264854,0.0662135,0.375202
0.794006,0.198501,1.12482
0.0909283,0.0227321,0.128812
10.9869,2.74671,15.5644
0.590684,0.147671,0.836784
0.14282,0.0357051,0.202324
0.0379927,0.00949818,0.0538218
0.0688657,0.0172164,0.0975575
0.473252,0.118313,0.670426
4.27748,1.06937,6.05963
1.57922,0.394804,2.23717
0.171497,0.0428741,0.242948
1.0296,0.257399,1.45856
0.342915,0.0857289,0.485786
1.4061,0.351525,1.99193
0.652328,0.163082,0.924111
0.890534,0.222634,1.26156
8.32833,2.08208,11.7982
0.908097,0.227024,1.28644
0.262619,0.0656547,0.372035
8.32649,2.08162,11.7956
0.889536,0.222384,1.26015
0.327311,0.0818279,0.463681
8.32818,2.08204,11.798
8.32403,2.08101,11.7921
1.14821,0.287052,1.62659
1.12617,0.281544,1.59538
0.0239126,0.00597814,0.0338754
0.293594,0.0733985,0.415916
0.281378,0.0703445,0.39861
0.898692,0.224673,1.27312
8.32639,2.0816,11.7955
8.32525,2.08131,11.7938
1.47198,0.367995,2.08526
0.218574,0.0546436,0.30964
1.04452,0.26113,1.4797
0.908129,0.227032,1.28649
8.3276,2.0819,11.7972
8.3268,2.0817,11.796
0.874754,0.218688,1.23921
8.32445,2.08111,11.7927
0.210354,0.0525886,0.297995
2.6541,0.663524,3.75989
0.74066,0.185165,1.04924
0.55715,0.139287,0.789278
7.60408,1.90102,10.7722
1.03048,0.25762,1.45982
0.402278,0.10057,0.569881
0.538092,0.134523,0.76228
0.890847,0.222712,1.26201
0.535243,0.133811,0.758244
0.90877,0.227192,1.2874
8.32602,2.0815,11.7949
8.32684,2.08171,11.7961
8.3245,2.08113,11.7928
8.32359,2.0809,11.7915
0.908577,0.227144,1.28712
0.510624,0.127656,0.723368
8.32515,2.08129,11.7937
1.89537,0.473841,2.68504
8.32498,2.08125,11.7935
0.149069,0.0372673,0.211177
0.908766,0.227191,1.28739
0.676078,0.169019,0.957756
8.32415,2.08104,11.7923
0.496076,0.124019,0.702758
0.626705,0.156676,0.887813
0.294713,0.0736783,0.417501
8.32661,2.08165,11.7958
0.177014,0.0442536,0.250765
0.401425,0.100356,0.568673
0.890197,0.222549,1.26108
7.37775,1.84444,10.4516
8.32518,2.0813,11.7937
0.644125,0.161031,0.91249
1.6118,0.40295,2.28333
0.467079,0.11677,0.66168
0.268271,0.0670677,0.380042
0.889907,0.222477,1.26067
0.101189,0.0252973,0.143348
0.101476,0.025369,0.143754
0.403818,0.100954,0.572062
0.415836,0.103959,0.589088
8.32638,2.0816,11.7954
0.628682,0.15717,0.890613
12.1209,3.03022,17.1709
0.5057,0.126425,0.716392
8.325,2.08125,11.7935
0.907486,0.226871,1.28558
0.402984,0.100746,0.570881
1.42747,0.356867,2.0222
0.527455,0.131864,0.747211
0.336857,0.0842144,0.477204
0.517333,0.129333,0.732872
0.494393,0.123598,0.700375
8.324,2.081,11.7921
0.585649,0.146412,0.829651
8.32608,2.08152,11.795
8.32538,2.08134,11.794
0.438702,0.109675,0.621481
0.581291,0.145323,0.823477
0.908904,0.227226,1.28758
0.103915,0.0259788,0.14721
0.406989,0.101747,0.576556
0.390661,0.0976651,0.553423
0.890233,0.222558,1.26113
0.890578,0.222645,1.26162
0.439104,0.109776,0.622051
0.510981,0.127745,0.723874
5.42275,1.35569,7.68206
0.907905,0.226976,1.28617
0.497851,0.124463,0.705274
8.32615,2.08154,11.7951
8.32568,2.08142,11.7944
0.979559,0.24489,1.38768
8.32665,2.08166,11.7958
3.29325,0.823313,4.66534
8.32647,2.08162,11.7956
8.32695,2.08174,11.7962
0.311971,0.0779927,0.441949
0.283919,0.0709796,0.402209
0.890418,0.222604,1.2614
8.32353,2.08088,11.7914
0.9079,0.226975,1.28616
1.73554,0.433884,2.45862
8.32369,2.08092,11.7916
0.720484,0.180121,1.02066
0.889924,0.222481,1.2607
1.6401,0.410024,2.32342
0.890436,0.222609,1.26142
2.42971,0.607428,3.44202
0.446477,0.111619,0.632495
8.32553,2.08138,11.7942
0.607318,0.15183,0.860348
0.890486,0.222622,1.26149
0.173646,0.0434114,0.245993
0.908446,0.227111,1.28694
1.85669,0.464172,2.63025
1.18546,0.296366,1.67937
0.145687,0.0364217,0.206385
1.02952,0.25738,1.45846
0.142585,0.0356462,0.201991
1.16793,0.291983,1.65453
2.34155,0.585387,3.31712
0.8906,0.22265,1.26166
8.32681,2.0817,11.7961
0.441488,0.110372,0.625427
0.889974,0.222494,1.26077
8.32355,2.08089,11.7914
0.890749,0.222687,1.26187
8.32747,2.08187,11.797
0.684906,0.171227,0.970262
0.552429,0.138107,0.78259
0.0961938,0.0240484,0.136271
6.94155,1.73539,9.83364
8.32474,2.08118,11.7931
1.98735,0.496838,2.81536
8.32497,2.08124,11.7934
0.890154,0.222538,1.26102
0.890266,0.222566,1.26118
1.45644,0.36411,2.06324
0.200226,0.0500566,0.283648
0.514741,0.128685,0.7292
0.32551,0.0813776,0.461129
1.33909,0.334774,1.89701
8.32686,2.08172,11.7961
0.498126,0.124532,0.705663
0.153291,0.0383228,0.217158
1.16093,0.290232,1.64461
0.577095,0.144274,0.817533
0.298167,0.0745417,0.422393
8.32433,2.08108,11.7925
0.738461,0.184615,1.04613
0.810447,0.202612,1.14811
8.32631,2.08158,11.7953
0.235294,0.0588235,0.333326
0.890863,0.222716,1.26203
8.32779,2.08195,11.7974
8.32876,2.08219,11.7988
5.10959,1.2774,7.23843
0.908534,0.227133,1.28706
0.243574,0.0608936,0.345056
8.32572,2.08143,11.7945
1.1119,0.277976,1.57516
1.03387,0.258469,1.46462
0.0787626,0.0196906,0.111578
8.32698,2.08175,11.7963
8.32769,2.08192,11.7973
2.06647,0.516617,2.92743
8.32467,2.08117,11.793
1.16906,0.292266,1.65614
9.52783,2.38196,13.4975
0.890013,0.222503,1.26082
2.50337,0.625844,3.54637
8.32593,2.08148,11.7948
8.32411,2.08103,11.7922
0.785239,0.19631,1.1124
0.118689,0.0296722,0.168139
1.27057,0.317641,1.79993
1.03054,0.257636,1.4599
0.00357185,0.000892964,0.00506002
8.32459,2.08115,11.7929
8.32675,2.08169,11.796
0.101564,0.0253911,0.14388
1.10371,0.275928,1.56356
0.534355,0.133589,0.756986
0.890277,0.222569,1.2612
0.644252,0.161063,0.91267
6.7303,1.68258,9.53439
1.25129,0.312821,1.77261
0.198878,0.0497196,0.281738
8.32688,2.08172,11.7962
0.890816,0.222704,1.26196
0.908441,0.22711,1.28693
1.02942,0.257354,1.45831
1.01965,0.254912,1.44447
0.0333687,0.00834217,0.0472712
8.326,2.0815,11.7949
0.635014,0.158753,0.899583
0.142435,0.0356087,0.201778
0.908585,0.227146,1.28713
8.32673,2.08168,11.7959
8.32696,2.08174,11.7963
0.0446322,0.0111581,0.0632276
0.889825,0.222456,1.26056
0.340477,0.0851192,0.482332
0.102276,0.0255689,0.144887
0.168901,0.0422252,0.239271
8.3269,2.08172,11.7962
0.217012,0.0542531,0.307427
8.06898,2.01725,11.4308
0.463357,0.115839,0.656408
0.101619,0.0254049,0.143958
0.374402,0.0936006,0.530392
0.891113,0.222778,1.26238
0.890686,0.222672,1.26178
0.90803,0.227008,1.28635
0.890228,0.222557,1.26113
0.907977,0.226994,1.28627
0.621189,0.155297,0.879999
0.528697,0.132174,0.748971
6.45207,1.61302,9.14023
8.32757,2.08189,11.7971
8.32462,2.08116,11.793
0.581664,0.145416,0.824005
8.32365,2.08091,11.7916
0.891249,0.222812,1.26257
0.889798,0.222449,1.26052
1.0297,0.257425,1.45871
8.32711,2.08178,11.7965
1.48148,0.370369,2.09871
8.32478,2.0812,11.7932
0.26104,0.0652601,0.369799
0.306738,0.0766846,0.434536
0.889968,0.222492,1.26076
8.32703,2.08176,11.7964
0.131417,0.0328542,0.18617
0.124992,0.031248,0.177068
0.0746402,0.01866,0.105738
3.58595,0.896487,5.07998
0.625769,0.156442,0.886486
0.101445,0.0253612,0.14371
8.32636,2.08159,11.7954
1.36261,0.340654,1.93033
8.32768,2.08192,11.7973
0.111419,0.0278547,0.15784
8.32832,2.08208,11.7982
4.03012,1.00753,5.70922
8.32543,2.08136,11.7941
0.890853,0.222713,1.26201
8.32696,2.08174,11.7963
1.51401,0.378502,2.1448
1.02997,0.257492,1.45909
0.326201,0.0815503,0.462108
1.47125,0.367812,2.08422
0.517362,0.12934,0.732913
8.32431,2.08108,11.7925
0.0484634,0.0121159,0.068655
0.270558,0.0676395,0.383282
0.334977,0.0837444,0.474541
0.085879,0.0214697,0.121659
8.32714,2.08179,11.7965
0.244631,0.0611577,0.346552
8.32529,2.08132,11.7939
8.3258,2.08145,11.7946
2.03362,0.508404,2.88089
0.89045,0.222613,1.26144
0.651844,0.162961,0.923425
0.252993,0.0632483,0.358399
0.44008,0.11002,0.623433
0.293055,0.0732637,0.415152
0.907849,0.226962,1.28609
8.32487,2.08122,11.7933
8.32567,2.08142,11.7944
0.907791,0.226948,1.28601
1.03049,0.257624,1.45983
0.298153,0.0745381,0.422373
0.255452,0.0638631,0.361883
8.32612,2.08153,11.7951
0.231306,0.0578264,0.327676
3.11929,0.779822,4.41889
8.32424,2.08106,11.7924
0.780593,0.195148,1.10582
0.907127,0.226782,1.28507
8.32522,2.08131,11.7938
1.02988,0.25747,1.45897
8.3254,2.08135,11.794
0.52219,0.130548,0.739753
0.822336,0.205584,1.16495
0.325869,0.0814672,0.461637
8.32471,2.08118,11.7931
3.75583,0.938957,5.32064
1.68801,0.422003,2.3913
0.101551,0.0253878,0.143861
1.02938,0.257346,1.45826
0.745078,0.18627,1.0555
1.5912,0.397801,2.25416
0.379778,0.0949446,0.538008
0.111591,0.0278977,0.158084
0.460809,0.115202,0.652798
8.328,2.082,11.7977
8.32797,2.08199,11.7977
0.218057,0.0545143,0.308908
1.53012,0.38253,2.16762
1.63693,0.409233,2.31894
1.15818,0.289545,1.64072
8.32597,2.08149,11.7949
0.50815,0.127037,0.719863
0.576808,0.144202,0.817126
0.22595,0.0564875,0.320089
8.32732,2.08183,11.7968
6.75538,1.68884,9.5699
0.908424,0.227106,1.28691
0.407628,0.101907,0.57746
0.890188,0.222547,1.26107
5.53726,1.38432,7.84428
1.69496,0.423741,2.40115
8.32639,2.0816,11.7955
0.101347,0.0253368,0.143572
8.32651,2.08163,11.7956
0.101498,0.0253745,0.143785
0.890049,0.222512,1.26088
7.03056,1.75764,9.95974
0.437919,0.10948,0.620371
1.20149,0.300373,1.70208
0.254277,0.0635692,0.360218
8.32483,2.08121,11.7932
0.656022,0.164005,0.929344
0.0479335,0.0119834,0.0679042
0.97111,0.242778,1.37571
8.32358,2.0809,11.7915
0.690244,0.172561,0.977824
8.32565,2.08141,11.7944
1.03016,0.25754,1.45936
0.760995,0.190249,1.07805
7.25983,1.81496,10.2845
8.32609,2.08152,11.795
0.687148,0.171787,0.973438
0.81207,0.203017,1.15041
1.02943,0.257357,1.45832
0.233912,0.0584781,0.331368
1.01368,0.253421,1.43602
0.644431,0.161108,0.912923
8.32408,2.08102,11.7922
1.02997,0.257494,1.4591
1.02945,0.257362,1.45835
2.86267,0.715667,4.05536
0.890272,0.222568,1.26119
0.523785,0.130946,0.742013
8.32672,2.08168,11.7959
0.644216,0.161054,0.912619
0.143578,0.0358945,0.203398
8.32793,2.08198,11.7976
0.00297852,0.00074463,0.00421948
1.56481,0.391202,2.21676
0.508546,0.127137,0.720424
8.32756,2.08189,11.7971
1.32597,0.331492,1.87841
0.362947,0.0907368,0.514164
8.32327,2.08082,11.791
0.366104,0.0915259,0.518635
0.768733,0.192183,1.08901
0.392777,0.0981943,0.556422
8.32632,2.08158,11.7954
0.532015,0.133004,0.753671
3.57288,0.893221,5.06147
0.373013,0.0932533,0.528423
1.1523,0.288074,1.63238
1.41317,0.353291,2.00194
0.806531,0.201633,1.14256
8.32865,2.08216,11.7987
8.32538,2.08135,11.794
0.79726,0.199315,1.12943
0.104583,0.0261457,0.148156
0.449228,0.112307,0.636393
0.890992,0.222748,1.26221
8.32539,2.08135,11.794
8.324,2.081,11.7921
7.35824,1.83956,10.4239
8.3276,2.0819,11.7972
3.73996,0.934991,5.29816
8.32682,2.0817,11.7961
0.90686,0.226715,1.28469
1.17218,0.293045,1.66055
8.32656,2.08164,11.7957
0.39861,0.0996525,0.564685
8.32466,2.08117,11.793
0.07846,0.019615,0.111149
0.163434,0.0408586,0.231527
1.83259,0.458149,2.59612
8.32443,2.08111,11.7927
0.123082,0.0307704,0.174362
1.19056,0.297639,1.68659
0.91583,0.228957,1.2974
1.15742,0.289355,1.63964
0.891205,0.222801,1.26251
0.592529,0.148132,0.839397
0.889977,0.222494,1.26077
1.03858,0.259645,1.47129
8.32292,2.08073,11.7905
8.32727,2.08182,11.7967
0.201497,0.0503742,0.285448
0.422609,0.105652,0.598683
0.0239255,0.00598137,0.0338937
3.06143,0.765358,4.33693
8.32665,2.08166,11.7958
1.85567,0.463918,2.62881
8.3268,2.0817,11.796
0.458481,0.11462,0.6495
0.616471,0.154118,0.873315
0.88991,0.222477,1.26068
2.64368,0.660919,3.74512
8.32663,2.08166,11.7958
8.32689,2.08172,11.7962
8.32638,2.0816,11.7954
8.32634,2.08158,11.7954
1.45196,0.362991,2.0569
3.46791,0.866978,4.91276
8.32771,2.08193,11.7973
1.02984,0.25746,1.45891
0.764668,0.191167,1.08326
8.32424,2.08106,11.7924
8.32749,2.08187,11.797
0.890303,0.222576,1.26123
0.345399,0.0863497,0.489304
0.643913,0.160978,0.91219
8.32501,2.08125,11.7935
0.973266,0.243317,1.37876
0.0252174,0.00630435,0.0357238
0.535738,0.133935,0.758946
0.777945,0.194486,1.10206
8.32567,2.08142,11.7944
3.84838,0.962094,5.45175
0.890733,0.222683,1.26184
8.32436,2.08109,11.7926
1.89921,0.474804,2.69049
0.374584,0.0936459,0.530648
4.9037,1.22592,6.94675
1.17694,0.294234,1.66729
0.128104,0.032026,0.181477
8.32554,2.08139,11.7943
8.32426,2.08106,11.7924
0.908358,0.227089,1.28681
0.101173,0.0252932,0.143325
5.93559,1.4839,8.40857
0.363129,0.0907822,0.514421
8.32536,2.08134,11.794
8.32501,2.08125,11.7935
0.825671,0.206418,1.16968
8.32423,2.08106,11.7924
0.0505892,0.0126473,0.0716664
0.889587,0.222397,1.26022
1.02423,0.256058,1.45096
8.32656,2.08164,11.7957
0.233221,0.0583053,0.330389
8.32753,2.08188,11.7971
0.891006,0.222752,1.26223
0.890991,0.222748,1.26221
0.000322136,8.05339e-05,0.000456349
0.142231,0.0355577,0.201489
8.32537,2.08134,11.794
0.705558,0.176389,0.999518
0.075818,0.0189545,0.107406
8.76984,2.19246,12.4237
8.32694,2.08173,11.7962
0.0605795,0.0151449,0.085819
0.651935,0.162984,0.923554
1.01396,0.253489,1.43641
8.32796,2.08199,11.7977
0.216397,0.0540994,0.306556
0.0490477,0.0122619,0.0694827
1.4466,0.361649,2.0493
0.890161,0.22254,1.26103
0.190662,0.0476654,0.270098
3.61395,0.903487,5.11965
0.247701,0.0619252,0.350902
0.889726,0.222431,1.26042
0.889813,0.222453,1.26054
8.3225,2.08062,11.7899
8.32394,2.08098,11.792
8.32846,2.08211,11.7984
8.3284,2.0821,11.7983
0.890969,0.222742,1.26218
0.287354,0.0718385,0.407076
2.41406,0.603516,3.41985
0.636256,0.159064,0.901343
0.548371,0.137093,0.776842
5.65217,1.41304,8.00706
0.890531,0.222633,1.26156
0.924259,0.231065,1.30934
8.32826,2.08207,11.7981
0.355317,0.0888292,0.503354
0.144038,0.0360096,0.20405
0.443614,0.110903,0.628439
1.40875,0.352187,1.99568
1.00479,0.251198,1.42342
0.889884,0.222471,1.26064
0.889758,0.222439,1.26046
0.665365,0.166341,0.942579
2.36012,0.59003,3.34343
8.3275,2.08188,11.797
8.32836,2.08209,11.7982
0.907996,0.226999,1.2863
0.890622,0.222656,1.26169
0.206926,0.0517316,0.293139
8.32754,2.08189,11.7971
5.4551,1.36378,7.72789
0.103954,0.0259885,0.147265
0.108342,0.0270855,0.153481
8.3262,2.08155,11.7952
0.542466,0.135616,0.768476
8.32343,2.08086,11.7913
8.32434,2.08109,11.7926
0.572097,0.143024,0.810453
0.152167,0.0380417,0.215565
0.919956,0.229989,1.30324
0.142063,0.0355158,0.201252
0.738383,0.184596,1.04602
8.32397,2.08099,11.792
1.34968,0.337419,1.912
8.32699,2.08175,11.7963
0.181966,0.0454915,0.25778
8.3267,2.08167,11.7959
0.222217,0.0555542,0.3148
0.600368,0.150092,0.850503
0.0771117,0.0192779,0.109239
0.134918,0.0337294,0.191129
8.32838,2.08209,11.7983
0.908324,0.227081,1.28676
0.908362,0.227091,1.28682
1.45736,0.36434,2.06455
2.99018,0.747545,4.23599
8.32475,2.08119,11.7931
0.922121,0.23053,1.30631
0.230704,0.057676,0.326823
0.465908,0.116477,0.660022
2.05963,0.514908,2.91774
0.0933095,0.0233274,0.132185
8.32731,2.08183,11.7968
0.103864,0.0259659,0.147137
1.39772,0.34943,1.98006
0.889916,0.222479,1.26069
8.32614,2.08154,11.7951
0.242293,0.0605732,0.343241
0.477681,0.11942,0.6767
1.03067,0.257667,1.46008
0.908094,0.227023,1.28644
1.33839,0.334598,1.89601
8.32529,2.08132,11.7939
0.363061,0.0907652,0.514325
0.827154,0.206789,1.17178
0.34955,0.0873876,0.495185
8.3255,2.08137,11.7942
0.722106,0.180527,1.02296
8.32834,2.08208,11.7982
0.823283,0.205821,1.16629
0.389652,0.0974131,0.551995
0.547485,0.136871,0.775587
0.890052,0.222513,1.26088
0.279159,0.0697898,0.395467
0.669112,0.167278,0.947887
0.215283,0.0538208,0.304978
1.02985,0.257462,1.45892
0.88042,0.220105,1.24723
0.405994,0.101498,0.575145
0.0200372,0.0050093,0.0283854
0.736195,0.184049,1.04292
1.03044,0.257611,1.45976
0.934502,0.233625,1.32385
8.3264,2.0816,11.7955
8.32602,2.08151,11.7949
0.0862995,0.0215749,0.122255
8.32722,2.08181,11.7966
8.32442,2.0811,11.7927
8.32654,2.08164,11.7957
8.32681,2.0817,11.7961
0.177916,0.0444791,0.252042
3.15317,0.788293,4.46689
0.125801,0.0314501,0.178214
0.890047,0.222512,1.26087
0.107888,0.0269721,0.152838
0.460752,0.115188,0.652717
0.0958706,0.0239676,0.135814
3.41297,0.853242,4.83493
8.32489,2.08122,11.7933
0.0728014,0.0182004,0.103133
0.574529,0.143632,0.813898
7.59791,1.89948,10.7635
8.32631,2.08158,11.7953
0.909053,0.227263,1.2878
0.889658,0.222415,1.26032
0.890884,0.222721,1.26206
0.329953,0.0824882,0.467423
8.32649,2.08162,11.7956
0.515968,0.128992,0.730938
0.890803,0.222701,1.26194
0.310467,0.0776167,0.439818
8.3253,2.08132,11.7939
0.704801,0.1762,0.998446
0.0895652,0.0223913,0.126881
0.890182,0.222546,1.26106
5.67305,1.41826,8.03664
8.32508,2.08127,11.7936
4.66821,1.16705,6.61315
0.996367,0.249092,1.41149
0.908879,0.22722,1.28755
8.32456,2.08114,11.7929
8.32745,2.08186,11.797
1.32628,0.331569,1.87885
8.32424,2.08106,11.7924
7.43103,1.85776,10.5271
8.32347,2.08087,11.7913
8.32725,2.08181,11.7967
0.908394,0.227098,1.28686
8.3289,2.08222,11.799
0.257905,0.0644762,0.365357
0.436768,0.109192,0.618741
1.03058,0.257645,1.45996
0.890388,0.222597,1.26136
8.32445,2.08111,11.7927
0.907948,0.226987,1.28623
0.908966,0.227241,1.28767
0.167931,0.0419827,0.237897
0.165712,0.041428,0.234754
3.91941,0.979853,5.55238
8.32589,2.08147,11.7948
0.438698,0.109675,0.621475
0.909381,0.227345,1.28826
8.32524,2.08131,11.7938
3.12115,0.780287,4.42153
0.63335,0.158337,0.897225
1.03001,0.257504,1.45916
0.862664,0.215666,1.22208
0.128242,0.0320605,0.181672
0.722814,0.180704,1.02396
8.32803,2.08201,11.7978
2.08079,0.520197,2.94772
1.45787,0.364469,2.06528
1.03025,0.257564,1.4595
3.34662,0.836654,4.74093
3.92006,0.980015,5.55329
8.3272,2.0818,11.7966
8.326,2.0815,11.7949
0.89067,0.222667,1.26175
8.32672,2.08168,11.7959
0.539152,0.134788,0.763782
0.526808,0.131702,0.746295
8.32688,2.08172,11.7961
0.426102,0.106526,0.603631
0.889932,0.222483,1.26071
8.32827,2.08207,11.7981
1.28631,0.321578,1.82223
8.32795,2.08199,11.7977
1.15344,0.288361,1.63401
0.706687,0.176672,1.00112
0.178477,0.0446193,0.252837
